University Name,Country,Professor Name,Professor Email,Professor's Recent Paper (to reference in email),Date Email Sent,Follow-up Date,Response Status (Positive/Negative/No Reply),Application Deadline,Application Requirements (GRE/IELTS/SOP length)
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
